ID,unit,square,sub.square,raw.material,termal.alteration,class,blank,technology,technology.extended,cortex,cortex.y.n,preservation,preservation.extended,length,width,thickness,elongation,robustness,platform.width,platform.thickness,platformW.T.,platform.type,platform.shape,platform.angle,dorsal.thinning,bulb,bulb.type,bulbar.scar,lip,lip.type,curvature,torsion,cross.section,cross.section.symmetry,scar.count,axiality,scar.pattern,distal.end,distal.end.profile,blank.shape,bladelet.neg.blade,blade.neg.flake,typology,retouch.position,dorsal.retouch.localization,ventral.retouch.localization,retouch.length,volume,surface,mesh
RF.b_260,A2,110,a,Maiolica,FALSE,Tool,Blade,Semi-cortical,Blade,1-33%,yes,Mesial,Mesial,44.20000076,21.60000038,5.400000095,2.046296295,4,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Polyhedral,TRUE,3,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,TRUE,Truncation,Direct,Base,NA,NA,,,
RF.b_261,A2,100,a,Other,FALSE,Blank,Blade,Optimal,Blade,0%,no,Proximal,Mesio-proximal,34.5,21.29999924,11.5,1.619718368,1.852173847,0.600000024,0.200000003,3.000000075,Punctiform,Punctiform,75,Abrasion;Pointed scars,FALSE,NA,TRUE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional convergent,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_262,A2,90,d,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Complete,Complete,62,18,5,3.444444444,3.6,4.199999809,1.600000024,2.624999842,Plain,Oval,60,Abrasion,TRUE,Moderate,FALSE,TRUE,Pronounced,Straight,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Convex,Feathered,Irregular,TRUE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_263,A2,110,a,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Proximal,Mesio-proximal,71.59999847,21.20000076,6.599999905,3.377358297,3.212121374,2.400000095,1.700000048,1.411764722,Plain,Oval,60,Abrasion;Pointed scars,FALSE,NA,FALSE,TRUE,Moderate,Curved,0,Triangular,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Blade retouched,Direct,Continuous bilateral,NA,2.799999952,,,
RF.b_264,A2,92,g,Maiolica,FALSE,Blank,Blade,Maintenance,Neo-crested blade,0%,no,Complete,Complete,80.80000305,22.5,5.300000191,3.591111247,4.245282866,4,2.299999952,1.739130471,Plain,Rectangular,75,Abrasion,FALSE,NA,FALSE,TRUE,Pronounced,Straight,2R,Lateral steep,FALSE,1,Off-axis left,Unidirectional parallel,Pointed,Step,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_265,A2,97,a,Maiolica,FALSE,Tool,Blade,Semi-cortical,Semi-cortical blade,33-66%,yes,Mesial,Mesial,38,21.39999962,5.400000095,1.775700966,3.962962822,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_266,A2,110,d,Maiolica,FALSE,Tool,Blade,Maintenance,Manteinance blade,0%,no,Complete,Complete,58.40000153,17.60000038,3.700000048,3.318181833,4.756756799,1.399999976,0.800000012,1.749999944,Plain,Oval,75,Abrasion;Pointed scars,FALSE,NA,FALSE,TRUE,Moderate,Straight,1R,Trapezoidal,TRUE,2,Off-axis right,Bidirectional,Irregular,Feathered,Irregular,TRUE,FALSE,Blade retouched,Direct,Apex;Continuous right,NA,NA,,,
RF.b_267,A2,110,i,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Distal,Mesio-distal,42.59999847,13.89999962,4.5,3.064748176,3.088888804,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Trapezoidal,TRUE,2,Off-axis right,Unidirectional convergent,Pointed,Pointed,Convergent,FALSE,FALSE,Composite tool,Direct,Apex;Continuous right;Mesial left,NA,2,,,
RF.b_268,A2,90,a,Maiolica,FALSE,Tool,Blade,Maintenance,Blade correction surface,1-33%,yes,Distal,Mesio-distal,47,23.79999924,10.60000038,1.974789979,2.245282866,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Polyhedral,TRUE,0,Off-axis right,Bidirectional,Pointed,Step,Convergent,TRUE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_277,A2,125,i,Maiolica,FALSE,Tool,Flake,Maintenance,"Flake correction surface""",0%,no,Distal,Mesio-distal,32,36.29999924,12,0.881542718,3.024999936,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,FALSE,2,Axial,Unidirectional convergent,Pointed,Undetermined,Irregular,FALSE,FALSE,Composite tool,Direct,Apex;Continuous right,NA,NA,,,
RF.b_281,A2,92,d,Maiolica,FALSE,Blank,Flake,Optimal,Flake,0%,no,Complete,Complete,29.60000038,22.60000038,4.599999905,1.309734508,4.913043663,5.900000095,2.700000048,2.185185182,Plain,Oval,60,No,TRUE,Moderate,TRUE,TRUE,Moderate,Curved slightly,0,Trapezoidal,FALSE,2,Axial,Unidirectional parallel,Straight,Step,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_283,A2,115,i,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Proximal,Almost-complete,42,14.19999981,4.300000191,2.957746519,3.302325391,8,1.399999976,5.714285812,Plain,Linear,45,No,FALSE,NA,FALSE,TRUE,Pronounced,Straight,2R,Triangular,TRUE,2,NA,Unidirectional parallel,Undetermined,Undetermined,Sub-parallel,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_287,A2,120,f,Scaglia.Variegata,FALSE,Tool,Blade,Optimal,Blade,0%,no,Complete,Complete,54.59999847,17.70000076,4.099999905,3.084745544,4.317073457,4.400000095,1.5,2.933333397,Plain,Oval,75,Abrasion;Hinged scars,TRUE,Moderate,TRUE,TRUE,Moderate,Straight,0,Trapezoidal,TRUE,3,Axial,Bidirectional,Pointed,Undetermined,Convergent,TRUE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_290,A2,98,NA,Maiolica,FALSE,Tool,Bladelet,Optimal,Bladelet,0%,no,Proximal,Mesio-proximal,NA,11.19999981,3.599999905,0,3.111111141,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Burin,Direct,Base,NA,1.5,,,
RF.b_293,A2,105,i,Maiolica,FALSE,Tool,Flake,Semi-cortical,Semi-cortical flake,1-33%,yes,Distal,Mesio-distal,57.79999924,41.29999924,25.5,1.399515746,1.619607813,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Triangular,TRUE,1,Off-axis right,Unidirectional parallel,Irregular,Plunging,Irregular,FALSE,TRUE,Burin multiple,NA,NA,NA,NA,,,
RF.b_297,A2,101,f,Maiolica,FALSE,Tool,Blade,Semi-cortical,Blade,1-33%,yes,Mesial,Mesial,NA,20,6.5,0,3.076923077,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_298,A2,120,d,Maiolica,FALSE,Tool,Flake,Initialization,Semi-cortical flake,66-99%,yes,Distal,Mesio-distal,NA,37.70000076,22.89999962,0,1.64628827,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Triangular,TRUE,1,Off-axis right,Unidirectional transverse,Pointed,Step,Irregular,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_300,A2,96,b,Maiolica,FALSE,Tool,Flake,Optimal,Flake,0%,no,Proximal,Mesio-proximal,NA,16.70000076,10.80000019,0,1.54629634,9.899999619,2.700000048,3.666666461,Plain,Oval,75,NA,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Lateral steep,FALSE,1,NA,Unidirectional parallel,NA,NA,Irregular,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_303,A2,125,d,Maiolica,FALSE,Tool,Flake,Semi-cortical,Flake,1-33%,yes,Undetermined,Undetermined,20.29999924,13,3.700000048,1.561538403,3.513513468,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,NA,Centripedal,NA,NA,Sub-parallel,FALSE,FALSE,Flake retouched,Direct,Continuous left,NA,4,,,
RF.b_304,A2,102,c,Maiolica,FALSE,Blank,Flake,Maintenance,flake correction surface/pp,0%,no,Proximal,Almost-complete,27,38.59999847,9.399999619,0.699481893,4.106382983,5.5,3.299999952,1.666666691,Plain,Oval,45,No,TRUE,Moderate,TRUE,TRUE,Moderate,Straight,0,Polyhedral,TRUE,6,Off-axis right,Unidirectional parallel,Irregular,Feathered,Sub-parallel,FALSE,TRUE,NA,NA,NA,NA,NA,,,
RF.b_305,A2,90,a,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Complete,Complete,31.39999962,12.69999981,3.599999905,2.472440952,3.527777818,5.199999809,0.5,10.39999962,Linear,Linear,75,Hinged scars,FALSE,NA,FALSE,TRUE,Moderate,Curved slightly,0,Polyhedral,TRUE,3,Axial,Unidirectional convergent,Pointed,Undetermined,Convergent,FALSE,FALSE,Composite tool,Direct,Continuous bilateral,NA,2,,,
RF.b_311,A2,116,h,Maiolica,FALSE,Blank,Flake,Maintenance,flake correction surface/pp,0%,no,Complete,Complete,28.60000038,25.10000038,10.30000019,1.139442229,2.436893196,11.19999981,5.400000095,2.074074002,Cortical,Irregular,60,NA,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Trapezoidal,TRUE,2,Axial,Crossed,Straight,Step,Sub-parallel,FALSE,TRUE,NA,NA,NA,NA,NA,,,
RF.b_319,A2,104,g,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Mesial,Mesial,NA,18,3.599999905,0,5.000000132,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_321,A2,95,i,Maiolica,FALSE,Tool,Flake,Optimal,Flake,0%,no,Complete,Complete,41.29999924,21.29999924,9.399999619,1.93896717,2.265957458,11.60000038,4.900000095,2.367346971,Plain,Rectangular,75,No,TRUE,Moderate,FALSE,TRUE,Pronounced,Straight,0,Trapezoidal,TRUE,2,Axial,Bidirectional,Pointed,Step,Irregular,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_323,A2,105,e,Other,FALSE,Blank,Flake,Maintenance,Tablet,1-33%,yes,Proximal,Almost-complete,40,52.29999924,12.10000038,0.764818367,4.32231385,18.10000038,10,1.810000038,Cortical,Irregular,75,No,TRUE,Moderate,TRUE,TRUE,Pronounced,Straight,0,Trapezoidal,TRUE,2,Axial,Unidirectional transverse,Undetermined,Undetermined,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_327,A2,100,d,Maiolica,FALSE,Tool,Flake,Initialization,Cortical flake,66-99%,yes,Complete,Complete,42.09999847,30.10000038,11.60000038,1.398671028,2.594827534,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Trapezoidal,TRUE,2,Axial,Other,Straight,Plunging,Sub-parallel,FALSE,FALSE,Composite tool,Direct,Continuous right,NA,10,,,
RF.b_328,A2,91,c,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Mesial,Mesial,NA,20,8.399999619,0,2.380952489,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Polyhedral,TRUE,3,NA,Unidirectional transverse,NA,NA,Sub-parallel,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_329,A2,110,d,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Complete,Complete,35.09999847,12.19999981,3.099999905,2.8770491,3.935483931,NA,NA,NA,Undetermined,Undetermined,NA,Hinged scars,FALSE,NA,FALSE,FALSE,NA,Curved,0,Flat,TRUE,1,Off-axis right,Unidirectional parallel,Convex,Feathered,Sub-parallel,FALSE,FALSE,Burin multiple,NA,NA,NA,NA,,,
RF.b_330,A2,116,c,Maiolica,FALSE,Tool,Undetermined,Undetermined,Undetermined,0%,no,Proximal,Mesio-proximal,NA,10.19999981,4.099999905,0,2.487804889,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_331,A2,102,b,Maiolica,FALSE,Blank,Flake,Optimal,Flake,0%,no,Complete,Complete,36.5,27.89999962,10.5,1.308243745,2.657142821,10,4.800000191,2.083333251,Cortical,Irregular,75,No,TRUE,Moderate,TRUE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,Axial,Multidirectional,Convex,Feathered,Irregular,FALSE,TRUE,NA,NA,NA,NA,NA,,,
RF.b_332,A2,125,f,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Complete,Complete,43.79999924,16.79999924,5.099999905,2.60714293,3.294117559,5.699999809,2.299999952,2.478260838,Plain,Oval,60,Abrasion;Hinged scars,FALSE,NA,TRUE,TRUE,Pronounced,Curved slightly,0,Polyhedral,TRUE,3,Axial,Unidirectional convergent,Undetermined,Undetermined,Convergent,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_334,A2,125,i,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Complete,Complete,42.79999924,13,6,3.292307634,2.166666667,10,3.5,2.857142857,Plain,Rectangular,75,Abrasion;Hinged scars,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Straight,Feathered,Convergent,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_335,A2,125,d,Scaglia.Variegata,FALSE,Tool,Blade,Semi-cortical,Semi-cortical blade,33-66%,yes,Proximal,Mesio-proximal,NA,13.39999962,7,0,1.91428566,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,3,NA,Unidirectional parallel,NA,NA,Irregular,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_337,A2,97,b,Maiolica,FALSE,Tool,Blade,Initialization,Cortical blade,66-99%,yes,Complete,Complete,31.60000038,14.69999981,5,2.149659918,2.939999962,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Flat,TRUE,0,Axial,Other,Straight,Feathered,Sub-parallel,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_338,A2,102,g,Maiolica,FALSE,Tool,Flake,Maintenance,Neo-crested flake,0%,no,Distal,Mesio-distal,NA,17,9.600000381,0,1.770833263,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Pointed,Step,Convergent,FALSE,TRUE,Burin,NA,NA,NA,NA,,,
RF.b_342,A2,101,g,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Proximal,Almost-complete,39.5,18.20000076,7.300000191,2.170329579,2.493150724,5.199999809,1.299999952,4,Plain,Winged,75,Abrasion,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Lateral steep,FALSE,2,Axial,Unidirectional transverse,Undetermined,Undetermined,Undetermined,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_343,A2,92,c,Undetermined,TRUE,Tool,Blade,Semi-cortical,Blade,1-33%,yes,Mesial,Mesial,NA,21.10000038,9,0,2.344444487,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Polyhedral,TRUE,2,NA,Bidirectional,NA,NA,Sub-parallel,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_344,A2,111,a,Maiolica,FALSE,Tool,Blade,Semi-cortical,Semi-cortical blade,1-33%,yes,Proximal,Mesio-proximal,NA,16.29999924,7.199999809,0,2.263888843,NA,NA,NA,Undetermined,Undetermined,NA,Abrasion;Hinged scars,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Burin multiple,NA,NA,NA,NA,,,
RF.b_346,A2,101,g,Undetermined,TRUE,Tool,Blade,Optimal,Blade,0%,no,Mesial,Mesial,NA,15.80000019,5,0,3.160000038,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,2L,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_347,A2,112,g,Scaglia.Variegata,FALSE,Tool,Blade,Semi-cortical,Semi-cortical blade,33-66%,yes,Mesial,Mesial,NA,20,10.19999981,0,1.96078435,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Burin multiple,NA,NA,NA,NA,,,
RF.b_349,A2,125,d,Maiolica,FALSE,Tool,Bladelet,Optimal,Bladelet,0%,no,Proximal,Mesio-proximal,NA,10,3.299999952,0,3.030303074,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Lateral steep,FALSE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Bladelet retouched,Direct,Base;Continuous left,NA,2.799999952,,,
RF.b_352,A2,91,f,Maiolica,FALSE,Blank,Blade,Maintenance,Neo-crested blade,0%,no,Distal,Mesio-distal,NA,25.29999924,8.199999809,0,3.085365832,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,Axial,Unidirectional convergent,Pointed,Feathered,Irregular,FALSE,TRUE,NA,NA,NA,NA,NA,,,
RF.b_353,A2,102,h,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Mesial,Mesial,29.5,16.10000038,5.099999905,1.832298093,3.156862879,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Flat,TRUE,0,NA,Unidirectional parallel,NA,NA,Undetermined,FALSE,FALSE,Burin multiple,NA,NA,NA,NA,,,
RF.b_359,A2R,147,e,Maiolica,FALSE,Tool,Flake,Semi-cortical,Semi-cortical flake,1-33%,yes,Distal,Mesio-distal,44.70000076,35,7.400000095,1.277142879,4.729729669,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Convex,Step,Sub-parallel,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_360,A2,112,h+d,Maiolica,FALSE,Tool,Flake,Initialization,Cortical flake,66-99%,yes,Distal,Almost-complete,46.09999847,28.60000038,7.699999809,1.611888037,3.714285856,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Flat,TRUE,1,Axial,Crossed,Undetermined,Undetermined,Sub-parallel,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_361,A2,105,f,Maiolica,FALSE,Tool,Flake,Semi-cortical,Flake,1-33%,yes,Distal,Almost-complete,45.29999924,47.5,20,0.953684194,2.375,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Trapezoidal,TRUE,2,Axial,Unidirectional transverse,Undetermined,Undetermined,Irregular,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_362,A2,110,a,Undetermined,TRUE,Tool,Flake,Semi-cortical,Cortical flake,33-66%,yes,Distal,Almost-complete,27.70000076,30.79999924,11.89999962,0.899350696,2.588235313,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,FALSE,2,Axial,Unidirectional parallel,Irregular,Feathered,Irregular,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_363,A2,110,d,Maiolica,FALSE,Tool,Flake,Optimal,Flake,0%,no,Undetermined,Undetermined,23.70000076,31.39999962,9,0.754777104,3.488888847,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,FALSE,NA,NA,Centripedal,NA,NA,NA,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_364,A2,97,h,Maiolica,FALSE,Tool,Blade,Semi-cortical,Semi-cortical blade,33-66%,yes,Distal,Almost-complete,39.59999847,15.80000019,6,2.506328987,2.633333365,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,1,Axial,Unidirectional parallel,Irregular,Feathered,Sub-parallel,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_366,A2,126,i,Maiolica,FALSE,Tool,Flake,Optimal,Flake,0%,no,Mesial,Mesial,NA,19,7.900000095,0,2.405063262,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,NA,NA,Undetermined,NA,NA,NA,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_367,A2,110,h,Scaglia.Rossa,FALSE,Tool,Flake,Optimal,Flake,0%,no,Proximal,Mesio-proximal,NA,26.39999962,14.80000019,0,1.783783735,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,FALSE,2,NA,Unidirectional transverse,NA,NA,Sub-parallel,FALSE,TRUE,Burin,NA,NA,NA,NA,,,
RF.b_369,A2,92,a,Maiolica,FALSE,Tool,Flake,Initialization,Cortical flake,66-99%,yes,Undetermined,Undetermined,34.79999924,27,12.69999981,1.288888861,2.125984284,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,1,NA,Unidirectional parallel,NA,NA,Irregular,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_372,A2R,137,d,Maiolica,FALSE,Tool,Flake,Semi-cortical,Flake,1-33%,yes,Proximal,Mesio-proximal,46,37,12.30000019,1.243243243,3.008130035,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Undetermined,NA,NA,Irregular,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_374,A2,107,g,Maiolica,FALSE,Tool,Flake,Semi-cortical,Flake,1-33%,yes,Distal,Almost-complete,28.5,29.70000076,5.099999905,0.959595935,5.82352967,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Flat,TRUE,4,Axial,Bidirectional,Convex,Feathered,Sub-parallel,FALSE,TRUE,Scaled piece,NA,NA,NA,NA,,,
RF.b_375,A2,100,e,Undetermined,TRUE,Tool,Flake,Semi-cortical,Semi-cortical flake,1-33%,yes,Proximal,Mesio-proximal,NA,20.29999924,5.5,0,3.690908952,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Flat,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_376,A2,108,a,Maiolica,FALSE,Tool,Flake,Maintenance,Debordant flake,0%,no,Proximal,Mesio-proximal,NA,22.20000076,8.199999809,0,2.707317229,4.199999809,1.899999976,2.210526243,Plain,Triangular,75,No,FALSE,NA,FALSE,TRUE,Pronounced,Curved slightly,0,Triangular,FALSE,1,NA,Unidirectional parallel,NA,NA,Irregular,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_380,A2R,127,e,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Mesial,Mesial,18.70000076,21,4.800000191,0.890476227,4.374999826,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_381,A2,106,b,Scaglia.Variegata,FALSE,Tool,Angular_debris,Other,Angular debris,0%,no,Complete,Complete,35.70000076,24,19,1.487500032,1.263157895,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Polyhedral,FALSE,NA,NA,Multidirectional,NA,NA,NA,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_382,A2,100,f,Maiolica,FALSE,Tool,Angular_debris,Other,Angular debris,1-33%,yes,Complete,Complete,26.10000038,14.69999981,9.100000381,1.775510253,1.615384527,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Polyhedral,FALSE,NA,NA,Unidirectional parallel,NA,NA,NA,FALSE,TRUE,Scaled piece,NA,NA,NA,NA,,,
RF.b_384,A2,101,i,Maiolica,FALSE,Tool,Flake,Optimal,Flake,0%,no,Undetermined,Undetermined,30.70000076,28,13,1.096428599,2.153846154,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Centripedal,NA,NA,Convex,FALSE,TRUE,Scaled piece,NA,NA,NA,NA,,,
RF.b_385,A2,108,d,Maiolica,FALSE,Tool,Flake,Maintenance,Debordant flake,0%,no,Proximal,Mesio-proximal,36.5,29.5,11,1.237288136,2.681818182,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Straight,Feathered,Sub-parallel,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_386,A1,97,NA,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Proximal,Mesio-proximal,35.40000153,21,7.300000191,1.685714358,2.876712254,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_388,A2,100,e,Maiolica,FALSE,Blank,Flake,Optimal,Flake,0%,no,Mesial,Mesial,NA,19.5,7.400000095,0,2.635135101,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_389,A2R,146,g,Maiolica,FALSE,Tool,Flake,Optimal,Flake,0%,no,Undetermined,Undetermined,30,28,9.5,1.071428571,2.947368421,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,NA,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
