ID,unit,square,sub.square,raw.material,termal.alteration,class,blank,technology,technology.extended,cortex,cortex.y.n,preservation,preservation.extended,length,width,thickness,elongation,robustness,platform.width,platform.thickness,platformW.T.,platform.type,platform.shape,platform.angle,dorsal.thinning,bulb,bulb.type,bulbar.scar,lip,lip.type,curvature,torsion,cross.section,cross.section.symmetry,scar.count,axiality,scar.pattern,distal.end,distal.end.profile,blank.shape,bladelet.neg.blade,blade.neg.flake,typology,retouch.position,dorsal.retouch.localization,ventral.retouch.localization,retouch.length,volume,surface,mesh
RF.b_390,A2,98,f,Maiolica,FALSE,Blank,Flake,Optimal,Flake,0%,no,Complete,Complete,30,19,7.199999809,1.578947368,2.638888959,14.30000019,5.5,2.600000035,Plain,Oval,75,No,FALSE,NA,FALSE,TRUE,Pronounced,Curved,0,Triangular,FALSE,1,Axial,Unidirectional parallel,Convex,Feathered,Sub-parallel,FALSE,TRUE,NA,NA,NA,NA,NA,,,
RF.b_394,A2,125,e,Maiolica,FALSE,Tool,Flake,Optimal,Flake,0%,no,Mesial,Mesial,NA,28,11,0,2.545454545,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_395,A2R,147,g,Scaglia.Variegata,FALSE,Tool,Flake,Initialization,Cortical flake,66-99%,yes,Mesial,Mesial,NA,19.10000038,6.099999905,0,3.131147652,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Flat,TRUE,0,NA,Other,NA,NA,NA,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_397,A2,96,g,Maiolica,FALSE,Blank,Flake,Optimal,Flake,0%,no,Mesial,Mesial,NA,26,3.5,0,7.428571429,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Flat,TRUE,0,NA,Undetermined,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_398,A2,90,d,Maiolica,FALSE,Tool,Flake,Optimal,Flake,0%,no,Distal,Almost-complete,44,34,12.30000019,1.294117647,2.764227599,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Undetermined,Undetermined,Irregular,FALSE,TRUE,Scaled piece,NA,NA,NA,NA,,,
RF.b_400,A2,101,h,Maiolica,FALSE,Tool,Flake,Semi-cortical,Semi-cortical flake,1-33%,yes,Proximal,Mesio-proximal,NA,27.29999924,12.5,0,2.183999939,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Lateral steep,FALSE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_403,A2,110,i,Maiolica,FALSE,Tool,Flake,Optimal,Flake,0%,no,Proximal,Mesio-proximal,23.39999962,22.60000038,8.600000381,1.035398196,2.627906905,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,0,NA,Unidirectional transverse,NA,NA,Irregular,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_404,A2,106,e,Maiolica,FALSE,Tool,Angular_debris,Other,Angular debris,0%,no,Undetermined,Undetermined,25.20000076,12,6.300000191,2.100000064,1.904761847,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,NA,NA,Undetermined,NA,NA,Sub-parallel,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_405,A2,100,b,Maiolica,FALSE,Tool,Flake,Optimal,Flake,0%,no,Proximal,Mesio-proximal,NA,10.30000019,7,0,1.471428599,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Scaled piece,NA,NA,NA,NA,,,
RF.b_406,A2,100,e,Maiolica,FALSE,Tool,Angular_debris,Other,Angular debris,0%,no,Distal,Almost-complete,27,18.5,9.399999619,1.459459459,1.968085186,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Polyhedral,TRUE,2,Axial,Unidirectional parallel,NA,NA,Irregular,FALSE,TRUE,Scaled piece,NA,NA,NA,NA,,,
RF.b_407,A2,105,a,Maiolica,FALSE,Tool,Flake,Initialization,Semi-cortical flake,66-99%,yes,Distal,Almost-complete,62.09999847,36.79999924,8,1.687499994,4.599999905,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Flat,TRUE,1,Axial,Bidirectional,Convex,Feathered,Sub-parallel,FALSE,FALSE,Flake retouched,Direct,Apex;Continuous right,NA,2.5,,,
RF.b_408,A2,120,d,Maiolica,FALSE,Tool,Flake,Maintenance,Tablet,0%,no,Distal,Almost-complete,53,35,7.599999905,1.514285714,4.605263216,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,NA,NA,Irregular,FALSE,TRUE,Flake retouched,Direct,Discont. right,NA,2.099999905,,,
RF.b_409,A2,110,c,Scaglia.Variegata,FALSE,Blank,Flake,Optimal,Flake,0%,no,Complete,Complete,43.59999847,52,18.29999924,0.838461509,2.841530173,18.29999924,5.599999905,3.267857062,Plain,Triangular,60,No,TRUE,Moderate,TRUE,FALSE,NA,Straight,0,Triangular,FALSE,1,Axial,Bidirectional,Irregular,Step,Irregular,FALSE,FALSE,NA,Direct,Partial right,NA,2.700000048,,,
RF.b_411,A2,116,b,Other,FALSE,Tool,Flake,Optimal,Levallois flake,0%,no,Complete,Complete,57,50,25,1.14,2,48,24,2,Plain,Triangular,90,No,FALSE,NA,TRUE,FALSE,NA,Straight,0,Triangular,TRUE,1,Axial,Unidirectional convergent,Convex,Feathered,Convergent,FALSE,FALSE,Flake retouched,Sporadic,Discont. left;Discont. right,NA,NA,,,
RF.b_412,A2,110,e,Maiolica,FALSE,Blank,Blade,Maintenance,Crested secondary blade,1-33%,yes,Complete,Complete,60.09999847,28.79999924,12.39999962,2.086805558,2.322580655,12.19999981,7.099999905,1.718309855,Plain,Oval,60,Hinged scars,FALSE,NA,TRUE,TRUE,Pronounced,Straight,0,Lateral steep,FALSE,3,Axial,Unidirectional parallel,Straight,Hinged,Convergent,FALSE,FALSE,NA,Direct,Continuous left,NA,0.899999976,,,
RF.b_414,A2R,147,h,Maiolica,FALSE,Tool,Flake,Maintenance,Debordant flake,0%,no,Complete,Complete,44,45,8.600000381,0.977777778,5.232557907,11,8.300000191,1.325301174,Plain,Oval,75,Abrasion,TRUE,Pronounced,TRUE,FALSE,NA,Curved,0,Trapezoidal,TRUE,0,Axial,Unidirectional parallel,Pointed,Step,Irregular,FALSE,FALSE,Flake retouched,Direct,Continuous left,NA,NA,,,
RF.b_415,A2,115,a,Other,FALSE,Tool,Flake,Maintenance,Debordant flake,0%,no,Distal,Almost-complete,58.79999924,6.699999809,12.69999981,8.776119539,0.527559048,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,TRUE,FALSE,NA,Straight,0,Flat,TRUE,2,Axial,Unidirectional parallel,Irregular,Step,Irregular,FALSE,FALSE,Flake retouched,Sporadic,Continuous right,NA,NA,,,
RF.b_416,A2,125,i,Other,FALSE,Blank,Flake,Optimal,Levallois flake,0%,no,Complete,Complete,37.59999847,27.10000038,14.69999981,1.387453799,1.843537465,20.5,12.80000019,1.601562476,Abraded,Irregular,75,NA,TRUE,Moderate,TRUE,FALSE,NA,Straight,0,Triangular,TRUE,1,Axial,Unidirectional convergent,Convex,Feathered,Sub-parallel,FALSE,FALSE,NA,Inverse,NA,Apex;Continuous right,NA,,,
RF.b_419,A2,106,c,Maiolica,FALSE,Tool,Flake,Initialization,Cortical flake,66-99%,yes,Distal,Almost-complete,40.29999924,19.29999924,6.400000095,2.088082945,3.015624836,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Convex,Feathered,Sub-parallel,FALSE,TRUE,Flake retouched,Direct,Continuous left;Continuous right,NA,2.5,,,
RF.b_420,A2,110,a,Maiolica,FALSE,Tool,Flake,Optimal,Levallois flake,0%,no,Complete,Complete,26.70000076,25.70000076,6.300000191,1.038910505,4.079365077,21.5,5.900000095,3.644067738,Faceted,Rectangular,90,No,TRUE,Moderate,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,1,Axial,Crossed,Straight,Hinged,Irregular,FALSE,TRUE,Flake retouched,Direct,Continuous right;Distal left,NA,7.099999905,,,
RF.b_422,A2,92,b,Scaglia.Variegata,FALSE,Tool,Blade,Initialization,Cortical blade,66-99%,yes,Mesial,Mesial,NA,25.39999962,5.099999905,0,4.980392175,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Blade retouched,Sporadic,Apex;Distal left,NA,4,,,
RF.b_423,A2,90,f,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Mesial,Mesial,NA,28.89999962,4.900000095,0,5.897958991,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,NA,Other,NA,NA,Sub-parallel,FALSE,FALSE,Blade retouched,Direct,Continuous bilateral,NA,2.299999952,,,
RF.b_424,A2R,120,a,Scaglia.Variegata,FALSE,Blank,Blade,Optimal,Blade,0%,no,Complete,Complete,50,23,6.300000191,2.173913043,3.65079354,5.400000095,2.5,2.160000038,Plain,Rectangular,60,Abrasion;Pointed scars,TRUE,Moderate,FALSE,TRUE,Moderate,Curved slightly,0,Polyhedral,TRUE,3,Axial,Unidirectional parallel,Straight,Hinged,Sub-parallel,FALSE,FALSE,NA,Inverse,NA,NA,NA,,,
RF.b_427,A2,91,f,Maiolica,FALSE,Tool,Flake,Maintenance,Debordant flake,0%,no,Complete,Complete,28,26.5,5.599999905,1.056603774,4.732142938,13,6.699999809,1.940298563,Plain,Oval,60,Abrasion,TRUE,Pronounced,FALSE,TRUE,Moderate,Straight,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Undetermined,Undetermined,Irregular,FALSE,FALSE,Flake retouched,Direct,Apex,NA,2.5,,,
RF.b_428,A2,120,f,Scaglia.Rossa,TRUE,Blank,Flake,Maintenance,Semi-cortical debordant flake,33-66%,yes,Complete,Complete,46.20000076,36.20000076,8.300000191,1.276243088,4.361445775,11.39999962,5.199999809,2.192307699,Cortical,Rectangular,90,No,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Trapezoidal,TRUE,1,Axial,Crossed,Straight,Hinged,Irregular,FALSE,FALSE,NA,Direct,Continuous right,NA,4.699999809,,,
RF.b_431,A2,101,e,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Mesial,Mesial,NA,16,3.099999905,0,5.161290481,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Triangular,TRUE,1,NA,Bidirectional,NA,NA,Irregular,FALSE,FALSE,Blade retouched,Direct,Continuous left,NA,2.099999905,,,
RF.b_432,A2R,125,b,Scaglia.Variegata,FALSE,Tool,Flake,Maintenance,Semi-cortical debordant flake,1-33%,yes,Mesial,Mesial,NA,16,5.599999905,0,2.857142906,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Lateral steep,FALSE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Blade retouched,Inverse,NA,Continuous right,2.799999952,,,
RF.b_435,A2,116,i,Maiolica,FALSE,Blank,Flake,Optimal,Flake,0%,no,Proximal,Mesio-proximal,NA,38.29999924,8.100000381,0,4.728394745,12.19999981,3.700000048,3.297297203,Plain,Oval,60,No,TRUE,Moderate,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,0,NA,Undetermined,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_436,A2,106,c,Maiolica,FALSE,Blank,Flake,Semi-cortical,Semi-cortical flake,33-66%,yes,Distal,Distal,NA,24.20000076,12.10000038,0,2,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Trapezoidal,TRUE,2,Axial,Unidirectional convergent,Straight,Step,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_437,A2R,137,e,Scaglia.Variegata,FALSE,Tool,Flake,Initialization,Cortical flake,100%,yes,Complete,Complete,40,30,7.199999809,1.333333333,4.166666777,11.60000038,5.5,2.109090978,Cortical,Irregular,60,No,TRUE,Moderate,FALSE,FALSE,NA,Curved slightly,0,Flat,TRUE,0,Axial,Other,Straight,Feathered,Irregular,FALSE,FALSE,Flake retouched,Direct,Apex;Mesial right,NA,4.099999905,,,
RF.b_438,A2,95,h,Maiolica,FALSE,Blank,Flake,Semi-cortical,Flake,1-33%,yes,Complete,Complete,45,23.70000076,7.400000095,1.898734116,3.202702765,3.799999952,2.099999905,1.809523869,Plain,Oval,45,Pointed scars,FALSE,NA,TRUE,TRUE,Pronounced,Straight,2R,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Irregular,Step,Irregular,FALSE,FALSE,NA,Direct,Mesial left,NA,1.899999976,,,
RF.b_440,A2,90,g,Maiolica,FALSE,Blank,Flake,Optimal,Flake,0%,no,Complete,Complete,30,46.09999847,9.899999619,0.650759241,4.656565682,0.300000012,0.5,0.600000024,Punctiform,Punctiform,75,No,TRUE,Moderate,FALSE,FALSE,NA,Straight,0,Flat,FALSE,2,Off-axis left,Multidirectional,Convex,Step,Irregular,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_441,A2,125,f,Maiolica,FALSE,Tool,Flake,Optimal,Flake,0%,no,Distal,Mesio-distal,NA,20.29999924,5.900000095,0,3.440677781,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Triangular,TRUE,2,Axial,Unidirectional parallel,Undetermined,Undetermined,Sub-parallel,FALSE,FALSE,Flake retouched,Direct,Apex;Continuous bilateral,NA,3.299999952,,,
RF.b_443,A2,125,d,Undetermined,TRUE,Tool,Flake,Initialization,Semi-cortical flake,66-99%,yes,Complete,Complete,32,23.29999924,7.300000191,1.373390603,3.191780634,13.80000019,4.400000095,3.136363612,Plain,Rectangular,75,No,TRUE,Moderate,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Convex,Step,Sub-parallel,FALSE,FALSE,Flake retouched,Direct,Apex;Continuous right,NA,3.799999952,,,
RF.b_444,A2,92,b,Maiolica,FALSE,Blank,Bladelet,Maintenance,Neo-crested bladelet,0%,no,Proximal,Almost-complete,24,10.19999981,3.5,2.35294122,2.91428566,4,1.5,2.666666667,Plain,Linear,75,Abrasion,TRUE,Moderate,TRUE,TRUE,Moderate,Curved,0,Lateral steep,FALSE,2,Axial,Unidirectional parallel,Undetermined,Undetermined,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_445,A2,105,a,Scaglia.Rossa,FALSE,Tool,Flake,Semi-cortical,Semi-cortical flake,1-33%,yes,Proximal,Almost-complete,31.79999924,25.10000038,5.699999809,1.266932221,4.403508986,1.600000024,1.299999952,1.230769294,Plain,Rectangular,90,Abrasion,FALSE,NA,TRUE,TRUE,Moderate,Curved slightly,0,Lateral steep,FALSE,3,Axial,Unidirectional parallel,Irregular,Undetermined,Irregular,FALSE,FALSE,Flake retouched,Direct,Continuous left;Partial right,NA,NA,,,
RF.b_446,A2,90,a,Scaglia.Rossa,FALSE,Tool,Flake,Optimal,Flake,0%,no,Mesial,Mesial,NA,34.40000153,6.599999905,0,5.212121519,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,1R,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,TRUE,Flake retouched,Direct,Continuous right,NA,2,,,
RF.b_447,A2R,127,i,Maiolica,FALSE,Tool,Flake,Optimal,Flake,0%,no,Complete,Complete,24.60000038,27.39999962,5.699999809,0.897810245,4.807017638,7.400000095,3.200000048,2.312499995,Plain,Rectangular,60,NA,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Flat,TRUE,1,Off-axis right,Crossed,Undetermined,Undetermined,Irregular,FALSE,FALSE,Flake retouched,Direct,Apex;Base;Continuous right,NA,1.700000048,,,
RF.b_448,A2,120,d,Scaglia.Variegata,FALSE,Blank,Flake,Maintenance,Semi-cortical debordant flake,1-33%,yes,Complete,Complete,35.59999847,55.29999924,9.300000191,0.643761283,5.946236355,12.89999962,6.300000191,2.047618925,Cortical,Winged,75,No,TRUE,Moderate,TRUE,TRUE,Pronounced,Curved slightly,0,Trapezoidal,TRUE,3,Axial,Unidirectional transverse,Straight,Step,Irregular,FALSE,FALSE,NA,Direct,Apex,NA,3.400000095,,,
RF.b_449,A2,126,i,Other,FALSE,Tool,Blade,Optimal,Blade,0%,no,Mesial,Mesial,NA,32.20000076,10.30000019,0,3.126213608,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,1L,Polyhedral,TRUE,3,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Blade retouched,Direct,Continuous right,NA,7.599999905,,,
RF.b_451,A2R,135,h,Scaglia.Variegata,FALSE,Tool,Flake,Initialization,Cortical flake,100%,yes,Complete,Complete,39,24,7.400000095,1.625,3.243243201,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,TRUE,FALSE,NA,Curved,0,Flat,TRUE,0,Axial,Other,NA,NA,Irregular,FALSE,FALSE,Flake retouched,Direct,Apex;Continuous bilateral,NA,3,,,
RF.b_454,A2,90,b,Maiolica,FALSE,Tool,Flake,Optimal,Levallois flake,0%,no,Complete,Complete,38.79999924,32.09999847,6.699999809,1.208722775,4.791044685,21.20000076,6,3.53333346,Faceted,Winged,90,No,TRUE,Pronounced,FALSE,FALSE,NA,Straight,0,Flat,TRUE,2,Axial,Unidirectional convergent,Convex,Feathered,Sub-parallel,FALSE,FALSE,Flake retouched,Direct,Apex,NA,1.5,,,
RF.b_455,A2,115,c,Maiolica,FALSE,Tool,Flake,Maintenance,"Flake correction surface""",0%,no,Complete,Complete,76,43,9.800000191,1.76744186,4.387755017,12.39999962,3.299999952,3.757575696,Plain,Oval,75,Abrasion;Pointed scars,TRUE,Moderate,FALSE,TRUE,Pronounced,Curved slightly,0,Trapezoidal,TRUE,4,Axial,Unidirectional parallel,Pointed,Feathered,Irregular,FALSE,TRUE,Flake retouched,Sporadic,Apex;Distal left;Mesial right,Distal left,3.799999952,,,
RF.b_457,A2R,125,b,Maiolica,FALSE,Tool,Flake,Semi-cortical,Semi-cortical flake,33-66%,yes,Complete,Complete,55,29.60000038,6.400000095,1.858108084,4.624999991,4.5,1,4.5,Linear,Linear,75,No,TRUE,Moderate,FALSE,FALSE,NA,Curved slightly,0,Flat,TRUE,2,Axial,Unidirectional parallel,Convex,Feathered,Sub-parallel,FALSE,TRUE,Flake retouched,Direct,Apex;Continuous bilateral,NA,2.200000048,,,
RF.b_458,A2,127,a,Maiolica,FALSE,Tool,Blade,Maintenance,Blade correction surface,0%,no,Mesial,Mesial,NA,23,4.199999809,0,5.476190725,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved slightly,0,Polyhedral,TRUE,3,NA,Unidirectional convergent,NA,NA,Irregular,FALSE,FALSE,Blade retouched,Direct,Continuous bilateral,NA,NA,,,
RF.b_460,A2R,125,a,Scaglia.Rossa,FALSE,Tool,Flake,Semi-cortical,Flake,1-33%,yes,Undetermined,Undetermined,36.09999847,24.20000076,10.5,1.491735427,2.304761977,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Lateral steep,FALSE,2,NA,Bidirectional,NA,NA,Undetermined,FALSE,FALSE,Flake retouched,Direct,Continuous left,NA,3,,,
RF.b_461,A2R,126,d,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Proximal,Mesio-proximal,NA,28.60000038,5.699999809,0,5.017544094,4.300000191,2,2.150000095,Plain,Oval,60,Abrasion;Hinged scars,TRUE,Moderate,TRUE,TRUE,Pronounced,Straight,0,Polyhedral,TRUE,4,NA,Unidirectional parallel,NA,NA,NA,TRUE,FALSE,Blade retouched,Direct,Continuous left,NA,1.5,,,
RF.b_462,A2R,127,c,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Proximal,Mesio-proximal,NA,19.29999924,5,0,3.859999847,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,2,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Burin,NA,NA,NA,NA,,,
RF.b_465,A2,117,h,Scaglia.Variegata,FALSE,Tool,Flake,Maintenance,Semi-cortical debordant flake,1-33%,yes,Complete,Complete,50,27.89999962,8.5,1.79211472,3.282352896,6.800000191,2.799999952,2.428571538,Plain,Oval,60,Hinged scars,TRUE,Moderate,FALSE,TRUE,Pronounced,Straight,0,Lateral steep,FALSE,1,Axial,Unidirectional convergent,Pointed,Pointed,Convergent,FALSE,TRUE,Flake retouched,Direct,Apex;Continuous bilateral,NA,2.900000095,,,
RF.b_466,A2,125,i,Maiolica,FALSE,Tool,Flake,Initialization,Cortical flake,100%,yes,Proximal,Proximal,NA,32,14.39999962,0,2.222222281,10.89999962,6.800000191,1.602941075,Plain,Triangular,75,No,TRUE,Moderate,TRUE,TRUE,Moderate,Straight,0,Triangular,TRUE,0,NA,Other,NA,NA,Sub-parallel,FALSE,FALSE,Flake retouched,Direct,Continuous left,NA,4.900000095,,,
RF.b_467,A2R,127,h,Other,FALSE,Tool,Blade,Initialization,Semi-cortical blade,66-99%,yes,Proximal,Mesio-proximal,NA,24.79999924,6.300000191,0,3.936507696,7.800000191,3.599999905,2.166666777,Plain,Triangular,75,No,TRUE,Pronounced,FALSE,FALSE,NA,Straight,0,Flat,TRUE,1,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,Blade retouched,Direct,Continuous left,NA,1.5,,,
RF.b_468,A2,91,a,Maiolica,FALSE,Blank,Flake,Initialization,Crested flake,33-66%,yes,Complete,Complete,58.40000153,19.79999924,11.89999962,2.94949514,1.663865535,5.300000191,2.400000095,2.208333325,Plain,Rectangular,60,Hinged scars,TRUE,Moderate,FALSE,TRUE,Pronounced,Straight,1R,Lateral steep,FALSE,1,Off-axis right,Unidirectional parallel,Pointed,Pointed,Irregular,FALSE,TRUE,NA,Direct,Distal left,NA,3,,,
RF.b_471,A2,136,i,Maiolica,FALSE,Blank,Flake,Maintenance,"Flake correction surface""",1-33%,yes,Distal,Mesio-distal,45.09999847,23.5,11.10000038,1.919148871,2.117117044,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Curved,0,Trapezoidal,TRUE,3,Axial,Unidirectional convergent,Straight,Plunging,Sub-parallel,FALSE,TRUE,NA,Direct,Base,NA,2.599999905,,,
RF.b_474,A2R,137,h,Scaglia.Rossa,FALSE,Blank,Flake,Maintenance,"Flake correction surface""",1-33%,yes,Complete,Complete,56.79999924,33,10,1.721212098,3.3,3,1.299999952,2.307692392,Plain,Linear,75,Hinged scars,FALSE,NA,FALSE,TRUE,Moderate,Curved,0,Trapezoidal,TRUE,2,Axial,Unidirectional parallel,Convex,Plunging,Irregular,FALSE,TRUE,NA,Direct,Mesial right;Proximal right,NA,3.799999952,,,
RF.b_475,A2,97,d,Maiolica,FALSE,Tool,Blade,Optimal,Blade,0%,no,Complete,Complete,56.09999847,21.60000038,5.400000095,2.597222106,4,8.5,3.299999952,2.575757613,Plain,Oval,60,Abrasion;Hinged scars,FALSE,NA,TRUE,TRUE,Pronounced,Curved,0,Triangular,TRUE,1,Axial,Unidirectional parallel,Convex,Feathered,Irregular,FALSE,FALSE,Blade retouched,Direct,Continuous bilateral,NA,NA,2856.960693,2367.29193,Yes
RF.b_481,A2R,128,e,Maiolica,FALSE,Blank,Flake,Optimal,Flake,0%,no,Complete,Complete,45.5,43.70000076,6.900000095,1.041189913,6.333333356,14.10000038,4.599999905,3.065217538,Plain,Irregular,75,Hinged scars,TRUE,Moderate,FALSE,TRUE,Pronounced,Straight,0,Flat,TRUE,1,Off-axis left,Centripedal,Pointed,Feathered,Irregular,FALSE,FALSE,NA,Sporadic,Distal left,Mesial right,NA,,,
RF.b_482,A2R,125,e,Maiolica,FALSE,Tool,Flake,Optimal,Flake,0%,no,Proximal,Mesio-proximal,NA,31.60000038,9.300000191,0,3.397849434,7.599999905,4,1.899999976,Plain,Oval,60,Abrasion;Hinged scars,TRUE,Moderate,FALSE,TRUE,Pronounced,Curved slightly,0,Trapezoidal,TRUE,2,NA,Unidirectional convergent,NA,NA,Convergent,FALSE,FALSE,Flake retouched,Direct,Mesial right,NA,3.799999952,,,
RF.b_484,A2R,135,a,Maiolica,FALSE,Tool,Flake,Maintenance,Debordant flake,0%,no,Complete,Complete,33.40000153,15,5.900000095,2.226666768,2.54237284,9,6.800000191,1.323529375,Plain,Rectangular,45,Abrasion,FALSE,NA,FALSE,TRUE,Pronounced,Straight,0,Trapezoidal,TRUE,2,Off-axis left,Unidirectional parallel,Convex,Feathered,Irregular,FALSE,FALSE,Flake retouched,Direct,Apex,NA,2.900000095,,,
RF.b_486,A2,136,e,Maiolica,FALSE,Blank,Flake,Optimal,Flake,0%,no,Mesial,Mesial,NA,33.5,5,0,6.7,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,0,NA,Unidirectional parallel,NA,NA,Sub-parallel,FALSE,FALSE,NA,NA,NA,NA,NA,,,
RF.b_487,A2,110,b,Maiolica,FALSE,Tool,Flake,Initialization,Cortical flake,66-99%,yes,Proximal,Mesio-proximal,NA,20.79999924,11.80000019,0,1.762711771,10.30000019,3,3.433333397,Faceted,Oval,90,No,TRUE,Moderate,FALSE,FALSE,NA,Straight,0,Triangular,TRUE,0,NA,Other,NA,NA,Sub-parallel,FALSE,FALSE,Flake retouched,Direct,Continuous left,NA,8,,,
RF.b_489,A2,127,e,Maiolica,FALSE,Tool,Flake,Semi-cortical,Semi-cortical flake,1-33%,yes,Mesial,Mesial,NA,40.20000076,6.900000095,0,5.826086987,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Flat,TRUE,0,NA,Other,NA,NA,Sub-parallel,FALSE,FALSE,Flake retouched,Direct,Continuous bilateral,NA,4.800000191,,,
RF.b_490,A2R,127,f,Maiolica,FALSE,Blank,Flake,Optimal,Flake,0%,no,Proximal,Mesio-proximal,NA,19.60000038,5.699999809,0,3.438596673,NA,NA,NA,Undetermined,Undetermined,NA,NA,FALSE,NA,FALSE,FALSE,NA,Straight,0,Trapezoidal,TRUE,2,NA,Unidirectional parallel,NA,NA,Irregular,FALSE,FALSE,NA,Direct,Continuous bilateral,NA,2.700000048,,,
